company,variant,publishers,txns,gbp
Amazon (incl. AWS),AMAZON.CO.UK MV7985AJ4,1,1,800.0
Amazon (incl. AWS),AMAZON.CO.UK MV7EN6TG4,1,1,800.0
Amazon (incl. AWS),AMAZON.CO.UK A69SM8RP5,1,1,799.8
Amazon (incl. AWS),AMAZON.CO.UK 2Y1Y967R4,1,1,799.0
Amazon (incl. AWS),AMZN MKTP DE MK03M8L34,1,1,795.29
Amazon (incl. AWS),AMAZON.IT GI3BL3IJ5 WW,1,1,793.29
Amazon (incl. AWS),AMZN MKTP US MH1HS0873,1,1,789.06
Amazon (incl. AWS),AMAZON.CO.UK 282ZE4AQ4,1,1,787.38
Amazon (incl. AWS),AMZN MKTP US 2E1SY1D71,1,1,786.59
Amazon (incl. AWS),AMAZON.CO.UK MU2HT8HJ4,1,1,784.99
Amazon (incl. AWS),AMZN MKTP ES MY7S16QQ4,1,1,779.13
Amazon (incl. AWS),AMAZON.CO.UK N94TK4185,1,1,774.34
Amazon (incl. AWS),AMZN MKTP US 2R97R7HG1,1,1,769.15
Amazon (incl. AWS),AMAZON  MARKETPLCE CA,1,1,767.85
Amazon (incl. AWS),AMZN MKTP ES 2L2IT51L4,1,1,767.48
Amazon (incl. AWS),AMAZON.CO.UK 4K02U45E5,1,1,767.12
Amazon (incl. AWS),AMZN MKTP DE MF9V64T94,1,1,764.75
Amazon (incl. AWS),AMZN MKTP ES YW7EQ7515,1,1,760.79
Amazon (incl. AWS),AMZN MKTP US 259BG17A0,1,1,759.77
Amazon (incl. AWS),AMAZON.CO.UK B02922JC5,1,1,759.0
Amazon (incl. AWS),AMZN MKTP DE MU5Y33QT4,1,1,758.53
Amazon (incl. AWS),AMZN MKTP US FQ9L22DR3,1,1,756.85
Amazon (incl. AWS),AMAZON.CO.UK 210EC9OU4,1,1,750.0
Amazon (incl. AWS),AMAZON.CO.UK 2E7YC7AU4,1,1,750.0
Amazon (incl. AWS),AMAZON.CO.UK 2X5YG7LK4,1,1,750.0
Amazon (incl. AWS),AMAZON.CO.UK MM8XZ37T4,1,1,750.0
Amazon (incl. AWS),AMAZON.CO.UK MS7EX16Y4,1,1,750.0
Amazon (incl. AWS),AMAZON.CO.UK MV3B29DU4,1,1,750.0
Amazon (incl. AWS),AMZN MKTP FR 6S8CZ9DE5,1,1,742.9
Amazon (incl. AWS),AMZN MKTP IT MY26P3964,1,1,742.62
Amazon (incl. AWS),AMZN MKTP FR M715O7V14,1,1,739.91
Amazon (incl. AWS),AMAZON.CO.UK MV1AM6144,1,1,739.7
Amazon (incl. AWS),AMAZON.FR 2L9O44LK5,1,1,736.21
Amazon (incl. AWS),AMAZON RETAIL SG,1,1,733.83
Amazon (incl. AWS),AMZN MKTP FR M796M1R04,1,1,730.92
Amazon (incl. AWS),AMAZON.CO.UK MY5O69PD4,1,1,728.44
Amazon (incl. AWS),AMAZON.CO.UK 2Y2AB4RN4,1,1,726.95
Amazon (incl. AWS),AMAZON.CO.UK MU0PZ2QN4,1,1,726.73
Amazon (incl. AWS),AMZN MKTP FR 9V3H64SK5,1,1,726.54
Amazon (incl. AWS),AMZN MKTP DE Q48A63RK5,1,1,725.38
Amazon (incl. AWS),AMAZON.CO.UK MF3PY8DV4,1,1,725.0
Amazon (incl. AWS),AMAZON.CO.UK MM0J02UO4,1,1,725.0
Amazon (incl. AWS),AMAZONRETAIL MU0T40N24,1,1,722.91
Amazon (incl. AWS),AMZN MKTP US 833VZ2VM3,1,1,722.08
Amazon (incl. AWS),AMZN MKTP US I54GJ9VC3,1,1,721.93
Amazon (incl. AWS),AMAZON.CO.UK 6T9V84VW5,1,1,719.7
Amazon (incl. AWS),AMZN MKTP US 1L8EG1VW1,1,1,716.84
Amazon (incl. AWS),AMZN MKTP DE QN5V691Q5,1,1,716.74
Amazon (incl. AWS),AMAZON.IT MC1XJ9BF4,1,1,713.93
Amazon (incl. AWS),AMAZON.IT MC6IP9QC4,1,1,713.93
Amazon (incl. AWS),Amznmktplace Amazon.Co.Uk,1,1,712.0
Amazon (incl. AWS),"Amazon Svcs Europe,SAR",1,20,711.7
Amazon (incl. AWS),AMAZON.CO.UK FN4DJ23D5,1,1,710.73
Amazon (incl. AWS),AMZN MKTP US 030K74M53,1,1,703.64
Amazon (incl. AWS),AMAZON.CO.UK MM3C988V4,1,1,701.49
Amazon (incl. AWS),AMZN MKTP US CA10Z5VW3,1,1,700.4
Amazon (incl. AWS),AMAZON.CO.UK 3U3F045C5,1,1,700.0
Amazon (incl. AWS),AMAZON.CO.UK FY1BQ7C65,1,1,700.0
Amazon (incl. AWS),AMAZON.CO.UK G01IV8AP5,1,1,700.0
Amazon (incl. AWS),AMAZON.CO.UK MM88J2M34,1,1,700.0
Amazon (incl. AWS),AMAZON.CO.UK MM9GW0GM4,1,1,700.0
Amazon (incl. AWS),AMAZON.CO.UK MO9X32SB5,1,1,700.0
Amazon (incl. AWS),AMAZON.CO.UK MV49O5AO4,1,1,700.0
Amazon (incl. AWS),AMZN MKTP US 1L0G452X1,1,1,696.13
Amazon (incl. AWS),AMAZON  MARKETPLCE EU-,1,1,688.99
Amazon (incl. AWS),AMAZON.CO.UK 2G3328UP4,1,1,688.0
Amazon (incl. AWS),AMZN MKTP US AD6VB8K13,1,1,683.65
Amazon (incl. AWS),AMAZON.CO.UK CB5YA0W05,1,1,681.99
Amazon (incl. AWS),AMAZON.COM 2Y38379L2 A,1,1,681.79
Amazon (incl. AWS),AMAZON.CO.UK MY2L59SU4,1,1,675.0
Amazon (incl. AWS),AMAZON.CO.UK 203NS7JI4,1,1,674.85
Amazon (incl. AWS),AMAZON UK MARKETPLACE    800-279-6620,1,7,674.26
Amazon (incl. AWS),AMZN MKTP US 2L5WO0XM0,1,1,668.42
Amazon (incl. AWS),AMZN MKTP US 1F5O576M2,1,1,664.95
Amazon (incl. AWS),AMZN MKTP US 1N7DG0DD0,1,1,662.62
Amazon (incl. AWS),AMAZON.ES UA6ZQ6FW5,1,1,661.0
Amazon (incl. AWS),AMZN MKTP FR 5Y1HR2GX5,1,1,655.99
Amazon (incl. AWS),AMZNMKTPLACE AMAZON.CO.UK,1,1,647.76
Amazon (incl. AWS),AMAZON.COM 1344K3RW1 A,1,1,646.05
Amazon (incl. AWS),AMAZON.CO.UK MY42Q8D14,1,1,644.99
Amazon (incl. AWS),AMAZON.COM 3M0182O53 A,1,1,641.46
Amazon (incl. AWS),AMAZON.COM 1K3VS89J1 A,1,1,638.03
Amazon (incl. AWS),AMZN MKTP FR RG1XG7ZA5,1,1,636.35
Amazon (incl. AWS),AMAZON.CO.UK 1L7BB90W5,1,1,630.0
Amazon (incl. AWS),AMZN MKTP US 2Y9K168W2,1,1,626.8
Amazon (incl. AWS),AMAZON.CO.UK GM5ZD69U5,1,1,625.27
Amazon (incl. AWS),AMZN MKTP DE 2X5MC8NM4,1,1,625.15
Amazon (incl. AWS),AMAZON.CO.UK 2R4LU1M94,1,1,625.0
Amazon (incl. AWS),AMAZON.CO.UK 2R7ZJ1BY4,1,1,625.0
Amazon (incl. AWS),AMZN MKTP US 2P3UD1QA1,1,1,624.37
Amazon (incl. AWS),AMZN MKTP DE 289CE70Q4,1,1,624.31
Amazon (incl. AWS),AMAZONRETAIL MU8RX3NW4,1,1,619.64
Amazon (incl. AWS),AMAZON MKTPLCE EU-ES,1,1,618.89
Amazon (incl. AWS),Amazon EU                AMAZON.CO.UK,1,1,614.99
Amazon (incl. AWS),AMAZON.FR R495Z6US5,1,1,613.1
Amazon (incl. AWS),AMZN MKTP FR 258F66E95,1,1,612.62
Amazon (incl. AWS),AMZN MKTP US 4K48W4383,1,1,610.04
Amazon (incl. AWS),AMAZON.COM QG0AK5LF3 A,1,1,608.2
Amazon (incl. AWS),AMZN MKTP US 1M6PH1EZ1,1,1,605.78
Amazon (incl. AWS),AMAZON.ES J27G84CQ5,1,1,604.47
Amazon (incl. AWS),AMZN MKTP ES 2157368P4,1,1,604.47
Amazon (incl. AWS),AMAZON.COM FG1432RZ3,1,1,603.33
Amazon (incl. AWS),AMAZON.COM MC8ME7EJ3,1,1,603.33
Amazon (incl. AWS),AMZN MKTP US IO9HG8RR3,1,1,602.28
Amazon (incl. AWS),AMZN MKTP US 1Z4CD8TH1,1,1,602.22
Amazon (incl. AWS),AMAZON.ES 212Y01IF4 AM,1,1,601.31
Amazon (incl. AWS),AMAZON.CO.UK 215QK1O04,1,1,600.0
Amazon (incl. AWS),AMAZON.CO.UK GZ5WH34Z5,1,1,600.0
Amazon (incl. AWS),AMAZON.CO.UK MF5QW00Q4,1,1,600.0
Amazon (incl. AWS),AMAZON.CO.UK MJ0UK5Y84,1,1,600.0
Amazon (incl. AWS),AMAZON.CO.UK MM1JX8US4,1,1,600.0
Amazon (incl. AWS),AMAZON.CO.UK MS55F9D94,1,1,600.0
Amazon (incl. AWS),AMAZON.CO.UK MU7UF6DJ4,1,1,600.0
Amazon (incl. AWS),AMAZON.CO.UK MV9HJ8TQ4,1,1,600.0
Amazon (incl. AWS),AMAZON.CO.UK TX46M0WO5,1,1,599.98
Amazon (incl. AWS),Amazon Mktplc EU-UK,1,2,599.77
Amazon (incl. AWS),AMZN MKTP ES V60AH4XU5,1,1,598.71
Amazon (incl. AWS),AMAZON.CO.UK 208FE1C14,1,1,593.28
Amazon (incl. AWS),AMAZON.CO.UK 0J1OI1M85,1,1,593.01
Amazon (incl. AWS),AMZN MKTP US MK0HC4640,1,1,592.54
Amazon (incl. AWS),AMZN MKTP US BS1P48GU3,1,1,590.01
Amazon (incl. AWS),AMZN MKTP US RT2NA2M53,1,1,588.2
Amazon (incl. AWS),AMZN MKTP US KN1MB64B3,1,1,587.47
Amazon (incl. AWS),AMAZON MKTPLC AU,1,1,586.83
Amazon (incl. AWS),AMZN MKTP US 1G8P81AH2,1,1,586.7
Amazon (incl. AWS),AMZN MKTP FR 288AV2MR4,1,1,585.96
Amazon (incl. AWS),AMAZON.CO.UK 7T1GR0VN5,1,1,584.9
Amazon (incl. AWS),AMZN MKTP US 1H6AJ31D2,1,1,583.55
Amazon (incl. AWS),AMZN MKTP US JW08Y4SH3,1,1,581.08
Amazon (incl. AWS),AMAZON.CO.UK 2X5GL5HR4,1,1,579.99
Amazon (incl. AWS),AMZN MKTP DE MF3CR2J84,1,1,579.15
Amazon (incl. AWS),AMZN MKTP ES 216WD3TZ4,1,1,578.91
Amazon (incl. AWS),AMZN MKTP US 1I5JF1M42,1,1,578.39
Amazon (incl. AWS),AMZN MKTP US 1F2674LG2,1,1,578.31
Amazon (incl. AWS),AMZN MKTP DE 213Q59JT4,1,1,576.44
Amazon (incl. AWS),AMAZON.CO.UK 2L0IU81N4,1,1,575.0
Amazon (incl. AWS),AMZN MKTP US 4F5IU3AZ3,1,1,571.34
Amazon (incl. AWS),AMAZON EU AMAZON.DE,1,1,570.99
Amazon (incl. AWS),AMAZON.CO.UK MK3YA8NB4,1,1,568.38
Amazon (incl. AWS),AMZN MKTP US 2811Z6600,1,1,567.31
Amazon (incl. AWS),AMZN MKTP US A88OO1V53,1,1,565.07
Amazon (incl. AWS),AMAZON.CO.UK 2R5M38UX4,1,1,565.0
Amazon (incl. AWS),AMZN MKTP ES 217F685D4,1,1,564.06
Amazon (incl. AWS),AMZN MKTP FR 2X1XQ84J4,1,1,562.65
Amazon (incl. AWS),AMZN MKTP US RB8OS7PK3,1,1,561.1
Amazon (incl. AWS),AMZN MKTP US J26JK66Q3,1,1,560.99
Amazon (incl. AWS),AMAZON.CO.UK 2Y9293SF4,1,1,559.96
Amazon (incl. AWS),AMAZON.CO.UK TL2XY3XC5,1,1,556.9
Amazon (incl. AWS),AMAZON.CO.UK VQ2MY05H5,1,1,556.9
Amazon (incl. AWS),AMAZON.DE PAYMENTS,1,1,556.24
Amazon (incl. AWS),AMZN MKTP DE M53TB6WT5,1,1,554.36
Amazon (incl. AWS),AMZN MKTP DE 1T9SN8LW5,1,1,552.66
Amazon (incl. AWS),AMAZON UK RETAIL         AMAZON.CO.UK,1,6,552.25
Amazon (incl. AWS),AMAZON.CO.UK 2X05O2X44,1,1,550.0
Amazon (incl. AWS),AMAZON.CO.UK MV6I08QQ4,1,1,550.0
Amazon (incl. AWS),AMAZON.CO.UK QO4OS0FQ5,1,1,550.0
Amazon (incl. AWS),AMAZON.CO.UK SS9QY5785,1,1,550.0
Amazon (incl. AWS),AMAZON.CO.UK EN1RC9O35,1,1,549.99
Amazon (incl. AWS),AMZN MKTP DE 2L8OF0BQ4,1,1,549.27
Amazon (incl. AWS),AMAZON.CO.UK MM8ET6Y14,1,1,549.0
Amazon (incl. AWS),AMZN MKTP DE U133B66V5,1,1,547.63
Amazon (incl. AWS),AMZN MKTP US 8P7NC2X33,1,1,547.38
Amazon (incl. AWS),AMZN MKTP FR MU2B040F4,1,1,546.64
Amazon (incl. AWS),AMZN MKTP US 1U4E45L10,1,1,545.68
Amazon (incl. AWS),AMAZON.CO.UK*VG9GK4B45 AM,1,1,544.0
Amazon (incl. AWS),Amazon.co.uk,1,1,542.4
Amazon (incl. AWS),AMZN MKTP US 1N70K36J0,1,1,542.14
Amazon (incl. AWS),AMZN MKTP DE LQ8B30WP5,1,1,541.71
Amazon (incl. AWS),AMZN Mktp UK*MW75U0HM4,1,1,539.88
Amazon (incl. AWS),AMAZON.COM 1H6BR2FR1,1,1,539.52
Amazon (incl. AWS),AMAZON  MKTPLCE EU-IT,1,1,538.72
Amazon (incl. AWS),AMZN MKTP US 1L3TD6M42,1,1,538.16
Amazon (incl. AWS),AMZN MKTP DE MC6KO9KL4,1,1,537.62
Amazon (incl. AWS),AMZN MKTP US 1Y5AP5S13,1,1,537.56
Amazon (incl. AWS),AMZN MKTP US 699LF64K3,1,1,537.28
Amazon (incl. AWS),AMZN MKTP US WP63J9543,1,1,535.88
Amazon (incl. AWS),Amazon.co.uk*MB7E68DY4,1,1,534.49
Amazon (incl. AWS),AMAZON.CO.UK MM7WQ9V04,1,1,532.17
Amazon (incl. AWS),"Amazon Business Eu Sarl,Uk Branch",1,2,532.09
Amazon (incl. AWS),AMZN MKTP ES YY2NL9OZ5,1,1,531.04
Amazon (incl. AWS),AMAZON.CO.UK B38FD1EG5,1,1,530.88
Amazon (incl. AWS),AMAZON.CO.UK IE6BU4JH5,1,1,530.88
Amazon (incl. AWS),AMZN MKTP US AU60G6SD3,1,1,530.38
Amazon (incl. AWS),AMZN MKTP FR MS8BG6CP4,1,1,525.84
Amazon (incl. AWS),AMAZON.CO.UK 2X89O4WC4,1,1,525.0
Amazon (incl. AWS),AMAZON.CO.UK MY3813DW4,1,1,525.0
Amazon (incl. AWS),AMAZON.CO.UK FW77M4495,1,1,524.97
Amazon (incl. AWS),AMZN MKTP IT MJ8152IL4,1,1,524.72
Amazon (incl. AWS),AMZN MKTP US 1H55G3CJ0,1,1,524.3
Amazon (incl. AWS),AMAZON.CO.UK IB7761HV5,1,1,523.98
Amazon (incl. AWS),AMAZON.CO.UK RD0BM7MD5,1,1,522.84
Amazon (incl. AWS),AMZN MKTP DE N14G26GH5,1,1,522.78
Amazon (incl. AWS),AMAZON.CO.UK MV7KB56Y4,1,1,520.99
Amazon (incl. AWS),Amznbusiness,1,1,520.0
Amazon (incl. AWS),AMAZON.CO.UK N79CG6NO5,1,1,518.95
Amazon (incl. AWS),AMZN MKTP DE JR8YB1725,1,1,518.83
Amazon (incl. AWS),AMAZON.CO.UK RJ4ZQ7AF5,1,1,518.0
Amazon (incl. AWS),AMZN MKTP DE XX1965GH5,1,1,512.48
Amazon (incl. AWS),AMZN MKTP US 2Y7M01B30,1,1,512.28
Amazon (incl. AWS),AMZN MKTP US F06JE9403,1,1,512.2
Amazon (incl. AWS),AMZN MKTP US 147SR0JN2,1,1,511.98
Amazon (incl. AWS),AMZN MKTP FR 2P75M2D24,1,1,510.76
Amazon (incl. AWS),AMZN MKTP US 211CJ2450,1,1,510.08
Amazon (incl. AWS),AMZN MKTP ES 250IO5HY4,1,1,508.51
Amazon (incl. AWS),AMAZON.CO.UK 8B8WA6VJ5,1,1,508.09
Amazon (incl. AWS),AMZN MKTP DE 277JF6Y34,1,1,508.05
Amazon (incl. AWS),AMZN MKTP US RU1E51503,1,1,505.55
Amazon (incl. AWS),AMZN MKTP DE 2P7NG8M24,1,1,505.32
Amazon (incl. AWS),AMZN MKTP US 1F7N61LL2,1,1,505.07
Amazon (incl. AWS),AMAZON.CO.UK MC6QA6S54,1,1,503.97
Amazon (incl. AWS),AMZN MKTP FR VG71I2U95,1,1,503.96
Amazon (incl. AWS),AMAZON.CO.UK*M45BF84K4 AM,1,1,503.46
Amazon (incl. AWS),AMZN MKTP US NO0MN43K3,1,1,503.34
Amazon (incl. AWS),AMAZON.CO.UK 611E29Y05,1,1,502.6
Amazon (incl. AWS),AMZN MKTP DE IB4L34WN5,1,1,502.08
Amazon (incl. AWS),AMAZON.ES 9V7XC25W5 AM,1,1,501.52
Amazon (incl. AWS),AMAZON.ES 0G2RO3YB5 AM,1,1,500.51
Amazon (incl. AWS),AMAZON.ES YO27Z3UV5 AM,1,1,500.51
Amazon (incl. AWS),AMAZON.CO.UK 212I99024,1,1,500.0
Amazon (incl. AWS),AMAZON.CO.UK E37B47LQ5,1,1,500.0
Amazon (incl. AWS),AMAZON.CO.UK KI0GD11E5,1,1,500.0
Amazon (incl. AWS),AMAZON.CO.UK M74VO00B4,1,1,500.0
Amazon (incl. AWS),AMAZON.CO.UK MM63U1L04,1,1,500.0
Amazon (incl. AWS),AMAZON.CO.UK MU9ZO7QE4,1,1,500.0
Amazon (incl. AWS),AMAZON BUSINESS E.U S.A.R.L UK BRANCH,1,1,455.93
Amazon (incl. AWS),Amazon Mktplce EU-K,1,4,277.81
Amazon (incl. AWS),Amazon.co.jp,1,1,236.43
Amazon (incl. AWS),AMAZON SVCS EU-INDIGO,2,19,194.41
Amazon (incl. AWS),"AMAZON SVCS EUROPE,SAR   AMAZON.CO.UK",1,3,128.46
Amazon (incl. AWS),Amazon Svcs EU-Indigo,1,10,109.61
Amazon (incl. AWS),AMAZON MKTPLACE EU-UK,1,2,93.41
Amazon (incl. AWS),AmazonLocal,1,1,42.0
Amazon (incl. AWS),AMAZON MARKETPLACE EU-UK,1,1,38.74
Amazon (incl. AWS),AMAZON EU-UK,1,1,30.37
Amazon (incl. AWS),Amazon  Marketplce JP,1,1,25.07
Amazon (incl. AWS),Amazon Digital Dwnlds,1,1,23.23
Amazon (incl. AWS),AMAZON MKTPLECE EU-UK,1,1,22.8
Amazon (incl. AWS),Amazon  Mktplce EU-DE,1,1,18.96
Amazon (incl. AWS),Amazon Szcs EU-Indigo,1,1,16.24
Amazon (incl. AWS),AMAZON PRIME,2,3,7.99
Amazon (incl. AWS),AMAZON DIGITAL DWNLDS,1,1,2.04
HMRC (as payee),HM REVENUE & CUSTOMS,22,2106,1260620401.18
HMRC (as payee),INLAND REVENUE SHIPLEY NATIONAL INSURANCE,1,123,1110849757.57
HMRC (as payee),INLAND REVENUE CIS,3,433,767880626.64
HMRC (as payee),HMRC,15,1147,760979080.91
HMRC (as payee),HM REVENUE AND CUSTOMS HMRC,1,135,657976551.62
HMRC (as payee),Hm Revenue & Customs Paye & Ni Acc,1,191,466811489.02
HMRC (as payee),Hm Revenue & Customs,2,362,355934499.93
HMRC (as payee),Hm Revenue And Customs,3,165,310742089.27
HMRC (as payee),HMRC HM REVENUE AND CUSTOMS,2,86,265599823.32
HMRC (as payee),HM REVENUE & CUSTOMS 948PX00194660,1,547,242513506.6
HMRC (as payee),HMRC GOVERNMENT EMPLOYERS A/C,1,170,210614910.02
HMRC (as payee),H M REVENUE & CUSTOMS,6,226,134438242.36
HMRC (as payee),HM REVENUE AND CUSTOMS,10,273,92259815.24
HMRC (as payee),INLAND REVENUE,8,112,63136430.92
HMRC (as payee),HM REVENUE & CUSTOMS (G),1,50,44608153.86
HMRC (as payee),HM Revenue and Customs,4,29,43181539.18
HMRC (as payee),HM Revenue & Customs,8,222,34549865.31
HMRC (as payee),Hm Revenue & Customs Paye & Ni Acct (Nhs P),1,82,23601037.74
HMRC (as payee),HMRC - HM Revenue & Customs,1,40,14737844.26
HMRC (as payee),HMRC VAT,3,25,12514811.21
HMRC (as payee),HER MAJESTY'S REVENUE AND CUSTOMS (HMRC),1,55,6226172.1
HMRC (as payee),Inland Revenue,4,49,5674358.85
HMRC (as payee),Hmrc Vat,1,4,4789685.9
HMRC (as payee),HMRC SHIPLEY,1,11,4286101.11
HMRC (as payee),HM REVENUE AND CUSTOMS (HMRC),1,20,4251238.12
HMRC (as payee),HMRC ACCOUNTS RECIEVABLE,1,15,4204806.0
HMRC (as payee),HM REVENUE & CUSTOMS 8899,1,5,3853874.08
HMRC (as payee),HM REVENUES & CUSTOMS,2,29,3703950.39
HMRC (as payee),INLAND REVENUE ACCOUNTS OFFICE,1,2,2620000.0
HMRC (as payee),HMRC VAT Payment,1,3,2511090.98
HMRC (as payee),HMRC ACCOUNTS RECEIVABLE,1,10,2251178.0
HMRC (as payee),HM REVENUE & CUSTOMS VAT,1,18,1945849.57
HMRC (as payee),HM REVENUE & CUSTOMS (WORTHING),1,6,1867323.37
HMRC (as payee),HMRC - HM REVENUE & CUSTOMS,1,11,1278898.3
HMRC (as payee),HM REVENUE AND CUSTOMS Acc,1,45,1134912.63
HMRC (as payee),HMRC VAR RETURNS,1,1,1028896.91
HMRC (as payee),HMRC (654434729),1,1,823213.75
HMRC (as payee),HM Revenue & Customs Shipley,1,1,805000.0
HMRC (as payee),HMRC VOTES RECEIPTS ACCOUNT,1,2,777507.29
HMRC (as payee),HM REVENUE AND CUSTOMS Acc No 12535645,1,23,699162.77
HMRC (as payee),HM REVENUE AND CUSTO,1,3,629728.36
HMRC (as payee),H M REVENUE & CUSTOM,1,24,605298.35
HMRC (as payee),HMRC CUMBERNAULD,1,4,566154.02
HMRC (as payee),H M Revenue & Customs,2,11,545211.54
HMRC (as payee),HMRC - HM REVENUE AND CUSTOMS,1,8,444600.0
HMRC (as payee),HMRC FAS Salford,1,2,409536.54
HMRC (as payee),H M Revenue And Customs,1,2,344334.0
HMRC (as payee),H M Revenue & Customs Freepost Bradford  BD98 8AB,1,2,302766.0
HMRC (as payee),HM Revenue & Customs 774 1613 27,1,3,269090.87
HMRC (as payee),HMRC - Stamp Duty Land Tax only,1,19,261265.64
HMRC (as payee),H M Revenue And Customs Cis,1,1,256727.61
HMRC (as payee),HM Revenues & Customs,1,1,230700.0
HMRC (as payee),HMRC#NI10000002,1,1,226299.76
HMRC (as payee),HM Revenue & Customs Acc No 11963228,1,24,209055.18
HMRC (as payee),HMRC VAT RETURNS,1,1,155057.98
HMRC (as payee),HMRC Shipley,1,1,110352.69
HMRC (as payee),HMRC INLAND REVENUE,1,3,103995.02
HMRC (as payee),H M REVENUE & CUSTOM 948PX00194660,1,4,101717.03
HMRC (as payee),HMRC OGD secondments,1,18,75123.38
HMRC (as payee),HMRC REVENUE & CUSTOMS,1,1,74437.7
HMRC (as payee),HM Revenue & Customs Only,2,22,68808.79
HMRC (as payee),HMRC (CBC - CIS),1,6,67733.49
HMRC (as payee),HMRC FINANCE ACCOUNTS RECEIVABLE,1,1,41000.0
HMRC (as payee),INLAND REVENUE.,1,1,36955.26
HMRC (as payee),GOVT EMPLOYERS HMRC,1,5,29623.76
HMRC (as payee),HMRC PAYE & SELF ASSESSMENTS,1,2,28283.04
HMRC (as payee),Hmrc Fss Accounts Receivable,1,13,20977.45
HMRC (as payee),HMRC (CBC - PAYE & NIC),1,8,13641.17
HMRC (as payee),HMRC - Input VAT repaid conclusion of Elections Compliance check,1,2,12922.0
HMRC (as payee),HMRC - CBC Election Staff,1,1,12574.72
HMRC (as payee),HMRC Chief Accounting,1,1,11419.85
HMRC (as payee),H M REVENUE & CUSTOMS ONLY,2,4,7961.0
HMRC (as payee),HM REVENUE&CUSTOMS PAYE S,1,1,3761.31
HMRC (as payee),HMRC NIC&EO,1,1,1151.07
HMRC (as payee),HM REVENUE&CUSTOMS PAYE SLONDON .,1,1,1108.3
HMRC (as payee),H M REVENUE AND CUSTOMS,1,2,572.14
Thames Water,THAMES WATER UTILITIES,3,773,13624219.53
Thames Water,THAMES WATER UTILITIES LTD,7,125,2581540.59
Thames Water,THAMES WATER UTILITIES LIMITED,1,60,1574935.16
Thames Water,Thames Water Utilities Ltd,5,73,1457580.67
Thames Water,Thames Water Utilities,2,5,92361.7
Thames Water,(DIRECT DEBIT ONLY) Thames Water Utilities Ltd,1,1,39099.02
Thames Water,THAMES WATER,2,2,34940.34
Thames Water,THAMES WATER UTILITIES LTD#BA10800426,1,1,34428.31
Thames Water,THAMES WATER COMMERCIAL SERVICES LTD,1,7,17662.7
Thames Water,Thames Water Utilities Ltd (DNU),2,3,8447.36
Thames Water,Thames Water Utilities Limited,1,6,6092.04
Thames Water,THAMES WATER WEB PAYM,4,6,4604.21
Severn Trent,SEVERN TRENT SERVICES DEFENCE LIMITED,1,122,213930604.56
Severn Trent,Severn Trent Water,3,32,7825519.57
Severn Trent,SEVERN TRENT WATER LTD,4,255,1339255.01
Severn Trent,SEVERN TRENT WATER LIMITED,2,29,188259.84
Severn Trent,SEVERN TRENT WATER,1,87,82797.19
Severn Trent,Severn Trent Plc,1,1,45177.07
Severn Trent,Severn Trent Water Ltd,1,1,42330.15
Severn Trent,SEVERN TRENT SERVICES OPERATIONS UK LIMITED,1,1,29536.12
Severn Trent,Severn Trent Water Limited,1,11,28446.54
Severn Trent,SEVERN TRENT WATER LTD (MISC INCOME,1,14,20831.27
Anglian Water,ANGLIAN WATER SERVICES LTD,2,32,11964504.39
Anglian Water,Anglian Water Business National Ltd,1,31,3262291.72
Anglian Water,ANGLIAN WATER BUSINESS,3,12,3108761.35
Anglian Water,ANGLIAN WATER SERVICES LIMITED,2,38,2677665.49
Anglian Water,ANGLIAN WATER BUSINESS NATIONAL LTD,1,49,1770128.0
Anglian Water,ANGLIAN WATER,3,29,854176.19
Anglian Water,ANGLIAN WATER AUTHORITY,1,23,596178.26
Anglian Water,ANGLIAN WATER BUSINESS (NATIONAL) LTD,2,926,354862.36
Anglian Water,Anglian Water Services,1,1,54817.56
Anglian Water,Anglian Water Business,1,52,44606.01
Anglian Water,Anglian Water,1,1,40000.0
Yorkshire Water,YORKSHIRE WATER SERVICES LTD,2,25,1255667.13
Yorkshire Water,Yorkshire Water Services Ltd,1,7,793303.15
Yorkshire Water,YORKSHIRE WATER SERVICE LIMITED,1,1,717681.0
Yorkshire Water,Yorkshire Services Ltd T/A Yorkshire Water,1,1,86987.8
Yorkshire Water,YORKSHIRE WATER,4,49,82496.34
Yorkshire Water,YORKSHIRE WATER SERVICES LIMITED,1,1,507.48
South West Water (Pennon),SOUTH WEST WATER LIMITED,1,14,442742.72
South West Water (Pennon),SOUTH WEST WATER LTD,3,8,307932.78
South West Water (Pennon),South West Water Ltd,2,2,255095.0
South West Water (Pennon),South West Water,1,49,68821.91
South West Water (Pennon),PENNON WATER SERVICES LTD TA SOUTH WEST WATER BUSINESS,1,1,34994.0
South West Water (Pennon),SOUTH WEST WATER,1,4,2946.75
South West Water (Pennon),South West Water Limited t/a Bristol Water PLC,1,2,2612.93
NHS Professionals,NHS Professionals Ltd,1,2513,218322222.42
NHS Professionals,Nsp033- Nhs Professionals,1,808,191308527.81
NHS Professionals,NHS PROFESSIONALS LTD.,1,74,160265693.7
NHS Professionals,NHS PROFESSIONALS,3,123,39914098.13
NHS Professionals,NHS PROFESSIONALS LTD,2,111,21967999.37
NHS Supply Chain (SCCL),NHS SUPPLY CHAIN,9,1258306,4982201432.05
NHS Supply Chain (SCCL),SUPPLY CHAIN COORDINATION LTD- CAPITAL ONLY,1,50,1320082336.01
