pattern,expense_type,publisher,txns,gbp,n_suppliers,top_suppliers
COLLECTION_AGENT,"Conferences & Seminars - Eventbrite - P. Maximo Rocha, 'Changing Climate Management Strategies - Sustainable Collection Environments', Victoria & Albert Museum, 05/02/2024 - 09/02/2024",The National Archives,1,679.71,1,Eb Changing Climate M=679.71
COLLECTION_AGENT,"S. Noble & M. Martinez-Viciana, 'X Project Management in Conservation & Collections Care', & '2.0 X Advanced Project Management in Conservation & Collections Care', February & May, 2023",The National Archives,1,672.84,1,Paypal=672.84
COLLECTION_AGENT,Sampling and Collection  additional workload - w/e 22/06/12,"Department for Environment, Food and Rural Affairs",1,643.51,1,PERTEMPS LTD=643.51
COLLECTION_AGENT,Sampling and Collection assistant Data entry and records management,"Department for Environment, Food and Rural Affairs",1,625.88,1,PERTEMPS LTD=625.88
COLLECTION_AGENT,"Anglia East, Sampling and Collection  temp staff deliver core monitoring programme. w/e 06/07/12","Department for Environment, Food and Rural Affairs",1,612.18,1,PERTEMPS LTD=612.18
COLLECTION_AGENT,Various pots and sampling poles for sampling and  collection,"Department for Environment, Food and Rural Affairs",1,605.76,1,EM SUPPLIES=605.76
COLLECTION_AGENT,Collection and disposal of hazardous waste from Northfleet,"Department for Environment, Food and Rural Affairs",1,603.16,1,ADLER & ALLAN LTD=603.16
COLLECTION_AGENT,Courier collections from the Crewe office in Nov 2011,"Department for Environment, Food and Rural Affairs",1,602.61,1,UK MAIL=602.61
COLLECTION_AGENT,Annual subscription for 7 satellite trackers for Sampling and Collection  team,"Department for Environment, Food and Rural Affairs",1,577.02,1,SPOT=577.02
COLLECTION_AGENT,Temp member of staff covering supernumerary post in  Sampling and Collection  team.,"Department for Environment, Food and Rural Affairs",1,576.66,1,PERTEMPS LTD=576.66
COLLECTION_AGENT,Waste collections from Lutra House,"Department for Environment, Food and Rural Affairs",1,556.63,1,SITA HOLDINGS UK=556.63
COLLECTION_AGENT,Waste collections from Lutra house,"Department for Environment, Food and Rural Affairs",1,556.63,1,SITA HOLDINGS UK=556.63
COLLECTION_AGENT,Waste collections from lutra house for July 2012,"Department for Environment, Food and Rural Affairs",1,556.63,1,SITA HOLDINGS UK=556.63
COLLECTION_AGENT,"Anglia East, Sampling and Collection temp staff deliver core monitoring programme. w/e 15/06/12","Department for Environment, Food and Rural Affairs",1,547.3,1,PERTEMPS LTD=547.3
COLLECTION_AGENT,182014 Environmental Services > Waste Management > Waste Collection for Recycling,North Yorkshire Council,1,528.17,1,RESTORE DATASHRED LTD=528.17
COLLECTION_AGENT,Collection,Rushmoor Borough Council,1,525.0,1,Hampshire County Council=525.0
COLLECTION_AGENT,CILIP Rare Books and Collections Group conference - SA,The National Archives,1,504.0,1,Cilip=504.0
COLLECTION_AGENT,Debt Collection & Recovery - Fees,Uttlesford District Council,1,503.0,1,Greenhalgh Kerr Solicitors Ltd=503.0
COLLECTION_AGENT,"Anglia East, Sampling and Collection  temp staff deliver core mon prog. w/e 22/06/12","Department for Environment, Food and Rural Affairs",1,501.96,1,PERTEMPS LTD=501.96
COLLECTION_AGENT,Abandoned Vehicle Collection,Rushmoor Borough Council,1,339.0,1,Hampshire County Council=339.0
COLLECTION_AGENT,351200 Street & Traffic Management > Parking > Fines Collection,North Yorkshire Council,12,0.0,1,EQUITA LIMITED=0.0
